QueryID,Query,Actual Count,Estimated Count,Abs Diff,Exec Time (s),CPU Time (ns),Peak Mem (bytes)
12360,"select ref_0.wr_reversed_charge as c0, ref_0.wr_reversed_charge as c1, ref_0.wr_account_credit as c2, ref_0.wr_return_tax as c3, ref_0.wr_reason_sk as c4, (select cd_purchase_estimate from main.customer_demographics limit 1 offset 64) as c5, ref_0.wr_net_loss as c6 from main.web_returns as ref_0 where ref_0.wr_returned_date_sk is not NULL limit 85",85,85,0,15.384888899,669578172,0
12384,"select subq_0.c2 as c0, subq_0.c0 as c1, case when (subq_0.c2 is NULL) or (subq_0.c1 is not NULL) then subq_0.c1 else subq_0.c1 end as c2, subq_0.c0 as c3, cast(coalesce(subq_0.c1, subq_0.c2) as INTEGER) as c4, subq_0.c2 as c5, subq_0.c2 as c6, subq_0.c0 as c7 from (select ref_0.sr_returned_date_sk as c0, cast(coalesce(ref_0.sr_returned_date_sk, ref_0.sr_reversed_charge) as INTEGER) as c1, ref_0.sr_refunded_cash as c2 from main.store_returns as ref_0 where ref_0.sr_return_tax is NULL limit 117) as subq_0 where subq_0.c0 is not NULL limit 42",42,42,0,15.144336186,755545463,0
12468,"select ref_0.ss_ext_discount_amt as c0, ref_0.ss_ext_wholesale_cost as c1, ref_0.ss_ext_wholesale_cost as c2 from main.store_sales as ref_0 where ref_0.ss_net_paid is not NULL limit 111",111,111,0,15.291604206,922541317,0
12812,"select ref_0.cp_start_date_sk as c0, ref_0.cp_catalog_page_id as c1, ref_0.cp_catalog_number as c2, ref_0.cp_description as c3, ref_0.cp_department as c4, ref_0.cp_department as c5, (select cr_returning_addr_sk from main.catalog_returns limit 1 offset 3) as c6, ref_0.cp_catalog_page_id as c7 from main.catalog_page as ref_0 where ref_0.cp_catalog_page_id is not NULL limit 172",172,172,0,0.286772922,2304343689,0
12885,select ref_0.ws_net_paid as c0 from main.web_sales as ref_0 where ref_0.ws_promo_sk is not NULL limit 191,191,191,0,0.200405348,471591258,0
12941,"select ref_0.cd_demo_sk as c0, ref_0.cd_education_status as c1, ref_0.cd_dep_employed_count as c2 from main.customer_demographics as ref_0 where ref_0.cd_credit_rating is not NULL limit 84",84,84,0,0.075029542,22475156,0
13042,select ref_0.wr_return_quantity as c0 from main.web_returns as ref_0 where ref_0.wr_returned_date_sk is NULL limit 92,92,92,0,0.086845266,11872551,0
13138,select ref_0.d_fy_week_seq as c0 from main.date_dim as ref_0 where 14 is not NULL limit 62,62,62,0,0.069155669,19440707,0
13144,"select ref_0.sr_reason_sk as c0, 20 as c1, 93 as c2, ref_0.sr_return_ship_cost as c3, ref_0.sr_reversed_charge as c4, ref_0.sr_return_tax as c5 from main.store_returns as ref_0 where ref_0.sr_hdemo_sk is NULL limit 97",97,97,0,15.136819021,691860855,0
13416,select ref_0.cp_catalog_number as c0 from main.catalog_page as ref_0 where case when ref_0.cp_department is not NULL then (select cc_market_manager from main.call_center limit 1 offset 2) else (select cc_market_manager from main.call_center limit 1 offset 2) end is not NULL limit 92,92,92,0,0.12016124,24870882,0
13545,"select ref_0.cs_ship_mode_sk as c0, 44 as c1, ref_0.cs_catalog_page_sk as c2, ref_0.cs_bill_addr_sk as c3 from main.catalog_sales as ref_0 where (cast(coalesce(ref_0.cs_call_center_sk, ref_0.cs_ext_discount_amt) as INTEGER) is not NULL) and (ref_0.cs_coupon_amt is not NULL) limit 39",39,39,0,0.407021186,771323600,0
13627,"select ref_0.ca_country as c0, ref_0.ca_address_sk as c1, ref_0.ca_street_type as c2, ref_0.ca_location_type as c3 from main.customer_address as ref_0 where ref_0.ca_suite_number is NULL limit 168",168,168,0,0.078408228,21756638,0
13629,"select case when ref_0.sr_fee is NULL then ref_0.sr_return_tax else ref_0.sr_return_tax end as c0, ref_0.sr_reversed_charge as c1, ref_0.sr_return_ship_cost as c2, ref_0.sr_fee as c3, ref_0.sr_addr_sk as c4, ref_0.sr_return_time_sk as c5 from main.store_returns as ref_0 where ref_0.sr_return_tax is not NULL limit 150",150,150,0,0.145162077,615350160,0
13678,"select 29 as c0, case when ref_0.c_last_review_date is NULL then ref_0.c_email_address else ref_0.c_email_address end as c1, ref_0.c_current_addr_sk as c2, ref_0.c_birth_country as c3 from main.customer as ref_0 where (ref_0.c_birth_country is NULL) or ((44 is NULL) or (ref_0.c_preferred_cust_flag is not NULL)) limit 40",40,40,0,0.077564974,19963038,0
13693,"select (select cr_return_quantity from main.catalog_returns limit 1 offset 2) as c0, subq_0.c6 as c1, subq_0.c6 as c2, subq_0.c6 as c3, (select cp_catalog_page_sk from main.catalog_page limit 1 offset 4) as c4, subq_0.c1 as c5, subq_0.c5 as c6 from (select ref_0.wr_refunded_cash as c0, ref_0.wr_return_tax as c1, ref_0.wr_order_number as c2, ref_0.wr_account_credit as c3, ref_0.wr_refunded_cash as c4, ref_0.wr_web_page_sk as c5, ref_0.wr_return_tax as c6 from main.web_returns as ref_0 where ref_0.wr_item_sk is not NULL limit 169) as subq_0 where subq_0.c0 is not NULL limit 68",68,68,0,30.325728343,2695255173,0
13710,"select ref_0.wr_refunded_addr_sk as c0, ref_0.wr_item_sk as c1, ref_0.wr_return_amt_inc_tax as c2, (select wr_return_amt from main.web_returns limit 1 offset 6) as c3, ref_0.wr_order_number as c4, cast(coalesce(ref_0.wr_returned_date_sk, ref_0.wr_account_credit) as INTEGER) as c5, (select ca_address_id from main.customer_address limit 1 offset 4) as c6, ref_0.wr_order_number as c7 from main.web_returns as ref_0 where ref_0.wr_reason_sk is not NULL limit 129",129,129,0,30.31099264,2194897854,0
13714,select ref_0.cs_ext_wholesale_cost as c0 from main.catalog_sales as ref_0 where ref_0.cs_sold_date_sk is NULL limit 73,73,73,0,0.115741606,31166379,0
13726,"select ref_0.ss_ext_tax as c0, ref_0.ss_ext_list_price as c1, ref_0.ss_net_paid as c2, 92 as c3, ref_0.ss_wholesale_cost as c4, ref_0.ss_ticket_number as c5, (select d_year from main.date_dim limit 1 offset 3) as c6, ref_0.ss_net_profit as c7, ref_0.ss_item_sk as c8, ref_0.ss_promo_sk as c9, ref_0.ss_promo_sk as c10, ref_0.ss_ext_tax as c11, ref_0.ss_ext_list_price as c12 from main.store_sales as ref_0 where ref_0.ss_ext_list_price is not NULL limit 41",41,41,0,1.560102447,1214270847,0
13970,"select ref_0.wr_returning_hdemo_sk as c0, ref_0.wr_fee as c1, ref_0.wr_returning_hdemo_sk as c2, cast(nullif(ref_0.wr_returning_customer_sk, ref_0.wr_return_ship_cost) as INTEGER) as c3, ref_0.wr_refunded_customer_sk as c4, ref_0.wr_return_tax as c5 from main.web_returns as ref_0 where ref_0.wr_refunded_addr_sk is not NULL limit 115",115,115,0,15.127827641,505814438,0
14011,select 2 as c0 from main.store_sales as ref_0 where ref_0.ss_list_price is NULL limit 38,38,38,0,0.320362467,857587245,0
14056,select ref_0.cr_refunded_customer_sk as c0 from main.catalog_returns as ref_0 where ref_0.cr_refunded_cash is NULL limit 165,165,165,0,0.126413956,574665900,0
14072,"select ref_0.cr_returning_addr_sk as c0, ref_0.cr_refunded_customer_sk as c1, cast(coalesce(ref_0.cr_item_sk, ref_0.cr_store_credit) as INTEGER) as c2, ref_0.cr_refunded_addr_sk as c3, cast(coalesce(ref_0.cr_returned_date_sk, ref_0.cr_returned_time_sk) as INTEGER) as c4, ref_0.cr_returning_addr_sk as c5 from main.catalog_returns as ref_0 where cast(nullif(ref_0.cr_refunded_cdemo_sk, ref_0.cr_returned_date_sk) as INTEGER) is not NULL limit 104",104,104,0,0.160002246,559486428,0
14086,select ref_0.ws_sold_date_sk as c0 from main.web_sales as ref_0 where ref_0.ws_net_paid_inc_ship_tax is not NULL limit 130,130,130,0,0.169818921,429759143,0
14174,"select 48 as c0, ref_0.ca_suite_number as c1 from main.customer_address as ref_0 where ref_0.ca_gmt_offset is not NULL limit 126",126,126,0,0.070882682,18824596,0
14182,"select ref_0.cr_refunded_hdemo_sk as c0, ref_0.cr_returning_hdemo_sk as c1, ref_0.cr_refunded_cdemo_sk as c2, ref_0.cr_reversed_charge as c3, ref_0.cr_store_credit as c4, ref_0.cr_returned_date_sk as c5, ref_0.cr_returned_time_sk as c6 from main.catalog_returns as ref_0 where ref_0.cr_returned_time_sk is not NULL limit 121",121,121,0,0.15260858,557410464,0
14312,"select subq_0.c0 as c0, subq_0.c0 as c1, subq_0.c0 as c2, subq_0.c0 as c3, subq_0.c0 as c4 from (select ref_0.ss_customer_sk as c0 from main.store_sales as ref_0 where ref_0.ss_net_paid is NULL) as subq_0 where subq_0.c0 is not NULL limit 140",140,140,0,0.612026401,1758040830,0
14440,"select ref_0.sr_fee as c0, ref_0.sr_refunded_cash as c1, ref_0.sr_return_amt_inc_tax as c2, ref_0.sr_fee as c3 from main.store_returns as ref_0 where ref_0.sr_cdemo_sk is not NULL limit 66",66,66,0,0.152546222,574826873,0
14714,"select ref_0.c_current_hdemo_sk as c0, ref_0.c_last_name as c1, case when ref_0.c_salutation is NULL then ref_0.c_birth_month else ref_0.c_birth_month end as c2, ref_0.c_birth_day as c3, ref_0.c_last_review_date as c4 from main.customer as ref_0 where ref_0.c_current_hdemo_sk is NULL limit 140",140,140,0,0.126482658,67028314,0
14721,"select ref_0.d_current_week as c0, ref_0.d_current_year as c1, cast(nullif(ref_0.d_moy, 41) as INTEGER) as c2, ref_0.d_holiday as c3, ref_0.d_day_name as c4, 44 as c5, ref_0.d_date_id as c6, ref_0.d_first_dom as c7, ref_0.d_moy as c8, ref_0.d_dow as c9, ref_0.d_dow as c10 from main.date_dim as ref_0 where ref_0.d_year is not NULL limit 109",109,109,0,0.081189384,22927887,0
14807,select ref_0.ss_sold_time_sk as c0 from main.store_sales as ref_0 where ref_0.ss_hdemo_sk is not NULL limit 9,9,9,0,3.270373598,629769963,0
14849,"select ref_0.c_current_hdemo_sk as c0, 83 as c1, ref_0.c_customer_sk as c2, ref_0.c_current_addr_sk as c3 from main.customer as ref_0 where ref_0.c_customer_id is not NULL limit 74",74,74,0,0.073496183,19978835,0
14858,"select ref_0.cs_ship_mode_sk as c0, ref_0.cs_promo_sk as c1, ref_0.cs_sales_price as c2, ref_0.cs_wholesale_cost as c3 from main.catalog_sales as ref_0 where ref_0.cs_ship_customer_sk is not NULL limit 163",163,163,0,15.1896056,772117426,0
14898,select ref_0.ss_ext_sales_price as c0 from main.store_sales as ref_0 where ref_0.ss_list_price is NULL limit 50,50,50,0,15.306318007,1027770628,0
15004,"select ref_0.cr_return_quantity as c0, ref_0.cr_warehouse_sk as c1, ref_0.cr_return_ship_cost as c2, ref_0.cr_order_number as c3, ref_0.cr_order_number as c4, (select d_current_day from main.date_dim limit 1 offset 5) as c5 from main.catalog_returns as ref_0 where (8 is not NULL) or (ref_0.cr_return_tax is not NULL) limit 123",123,123,0,0.253060909,535027585,0
15230,"select 47 as c0, ref_0.cp_catalog_number as c1, ref_0.cp_type as c2, ref_0.cp_department as c3, ref_0.cp_catalog_page_number as c4, ref_0.cp_catalog_number as c5, ref_0.cp_description as c6, ref_0.cp_description as c7, ref_0.cp_start_date_sk as c8 from main.catalog_page as ref_0 where ref_0.cp_end_date_sk is not NULL limit 46",46,46,0,0.071455406,17139332,0
15301,"select subq_0.c1 as c0 from (select ref_0.cp_catalog_page_id as c0, ref_0.cp_start_date_sk as c1, ref_0.cp_start_date_sk as c2, ref_0.cp_catalog_page_id as c3, (select inv_item_sk from main.inventory limit 1 offset 5) as c4 from main.catalog_page as ref_0 where ref_0.cp_description is not NULL limit 98) as subq_0 where subq_0.c4 is not NULL limit 15",15,15,0,16.133136558,35913948218,0
15406,select ref_0.d_week_seq as c0 from main.date_dim as ref_0 where ref_0.d_same_day_lq is not NULL limit 81,81,81,0,0.069102408,17588263,0
15513,"select ref_0.c_email_address as c0, ref_0.c_customer_id as c1, ref_0.c_current_hdemo_sk as c2, (select cp_catalog_number from main.catalog_page limit 1 offset 5) as c3, ref_0.c_birth_month as c4, ref_0.c_last_review_date as c5, ref_0.c_salutation as c6 from main.customer as ref_0 where ref_0.c_current_hdemo_sk is NULL limit 61",61,61,0,0.168419078,55960559,0
15923,"select ref_0.ss_sales_price as c0, ref_0.ss_sold_time_sk as c1, ref_0.ss_promo_sk as c2, ref_0.ss_hdemo_sk as c3, ref_0.ss_net_profit as c4, ref_0.ss_net_paid as c5, ref_0.ss_net_paid_inc_tax as c6 from main.store_sales as ref_0 where ref_0.ss_store_sk is NULL limit 89",89,89,0,15.359903143,1417877753,0
16010,"select ref_0.cr_refunded_addr_sk as c0, ref_0.cr_returned_time_sk as c1, ref_0.cr_ship_mode_sk as c2, ref_0.cr_refunded_addr_sk as c3 from main.catalog_returns as ref_0 inner join main.catalog_returns as ref_1 on (ref_1.cr_return_quantity is not NULL) where ref_0.cr_refunded_cdemo_sk is NULL limit 61",61,61,0,267537.286150493,25324552718626397,0
16082,"select case when ref_0.cd_dep_college_count is not NULL then ref_0.cd_gender else ref_0.cd_gender end as c0, ref_0.cd_purchase_estimate as c1, ref_0.cd_demo_sk as c2, ref_0.cd_gender as c3 from main.customer_demographics as ref_0 where ref_0.cd_dep_count is not NULL limit 148",148,148,0,0.092364194,24204810,0
16106,"select ref_0.wr_refunded_cdemo_sk as c0, ref_0.wr_net_loss as c1, case when ((ref_0.wr_returning_cdemo_sk is not NULL) or (ref_0.wr_returned_date_sk is NULL)) and (ref_0.wr_returned_date_sk is not NULL) then (select wr_refunded_cash from main.web_returns limit 1 offset 2) else (select wr_refunded_cash from main.web_returns limit 1 offset 2) end as c2, cast(coalesce(ref_0.wr_returning_cdemo_sk, ref_0.wr_return_amt_inc_tax) as INTEGER) as c3 from main.web_returns as ref_0 where ref_0.wr_refunded_addr_sk is not NULL limit 92",92,92,0,15.363869233,1756683756,0
16118,"select ref_0.ss_ext_sales_price as c0, ref_0.ss_store_sk as c1, ref_0.ss_sold_time_sk as c2 from main.store_sales as ref_0 where (ref_0.ss_sales_price is not NULL) or (ref_0.ss_ext_wholesale_cost is not NULL) limit 101",101,101,0,3.265556428,935960163,0
16259,"select ref_0.c_email_address as c0, ref_0.c_current_hdemo_sk as c1, ref_0.c_first_shipto_date_sk as c2, ref_0.c_current_cdemo_sk as c3, ref_0.c_salutation as c4 from main.customer as ref_0 where (ref_0.c_customer_sk is not NULL) and (ref_0.c_login is NULL) limit 45",45,45,0,0.080836966,21247038,0
16537,"select 65 as c0, ref_0.sr_reason_sk as c1 from main.store_returns as ref_0 where (ref_0.sr_return_ship_cost is NULL) and (ref_0.sr_return_time_sk is NULL) limit 111",111,111,0,0.128646283,518760125,0
16976,"select ref_0.ss_ext_sales_price as c0, ref_0.ss_customer_sk as c1 from main.store_sales as ref_0 where ref_0.ss_hdemo_sk is not NULL limit 160",160,160,0,2.266566368,732425633,0
16996,"select ref_0.c_first_shipto_date_sk as c0, ref_0.c_current_addr_sk as c1, ref_0.c_first_shipto_date_sk as c2 from main.customer as ref_0 where ref_0.c_birth_year is NULL limit 47",47,47,0,0.082905595,31348027,0
17321,"select ref_0.ca_city as c0, ref_0.ca_street_number as c1, ref_0.ca_suite_number as c2, ref_0.ca_county as c3 from main.customer_address as ref_0 where ref_0.ca_country is NULL limit 78",78,78,0,0.07263922,20886581,0
17346,"select cast(coalesce(ref_0.cs_net_paid_inc_ship, ref_0.cs_ext_tax) as INTEGER) as c0, (select ss_customer_sk from main.store_sales limit 1 offset 68) as c1 from main.catalog_sales as ref_0 where (ref_0.cs_bill_customer_sk is NULL) or (ref_0.cs_net_paid_inc_tax is not NULL) limit 87",87,87,0,69.230926297,49326766628,0
17444,"select ref_0.sr_cdemo_sk as c0, ref_0.sr_item_sk as c1, ref_0.sr_addr_sk as c2, ref_0.sr_refunded_cash as c3 from main.store_returns as ref_0 where ref_0.sr_return_quantity is not NULL limit 13",13,13,0,0.145494439,477629964,0
17594,"select ref_0.cr_item_sk as c0, ref_0.cr_call_center_sk as c1, ref_0.cr_reason_sk as c2, ref_0.cr_returning_cdemo_sk as c3, ref_0.cr_returning_customer_sk as c4, ref_0.cr_refunded_addr_sk as c5, ref_0.cr_refunded_hdemo_sk as c6, 95 as c7, ref_0.cr_refunded_cash as c8 from main.catalog_returns as ref_0 where ref_0.cr_return_quantity is not NULL limit 96",96,96,0,15.12934984,566695430,0
17805,"select cast(coalesce(ref_0.inv_warehouse_sk, ref_0.inv_quantity_on_hand) as INTEGER) as c0, (select inv_warehouse_sk from main.inventory limit 1 offset 4) as c1, ref_0.inv_item_sk as c2, ref_0.inv_warehouse_sk as c3 from main.inventory as ref_0 where ref_0.inv_quantity_on_hand is not NULL limit 176",176,176,0,3.313437288,37498058184,0
17820,select ref_0.ca_street_number as c0 from main.customer_address as ref_0 where ref_0.ca_state is not NULL limit 103,103,103,0,0.078419656,17695898,0
17970,"select ref_0.sr_return_quantity as c0, ref_0.sr_store_credit as c1, ref_0.sr_return_quantity as c2, ref_0.sr_customer_sk as c3, ref_0.sr_refunded_cash as c4, ref_0.sr_returned_date_sk as c5 from main.store_returns as ref_0 where ref_0.sr_store_credit is NULL limit 115",115,115,0,15.123430581,540727033,0
18110,"select (select ca_location_type from main.customer_address limit 1 offset 3) as c0, ref_0.cp_end_date_sk as c1, ref_0.cp_catalog_page_number as c2, ref_0.cp_type as c3, ref_0.cp_description as c4, (select cc_hours from main.call_center limit 1 offset 36) as c5 from main.catalog_page as ref_0 where ref_0.cp_type is not NULL limit 132",132,132,0,0.309151017,212163986,0
18254,"select ref_0.cd_gender as c0, 49 as c1, ref_0.cd_demo_sk as c2, cast(coalesce(ref_0.cd_demo_sk, ref_0.cd_purchase_estimate) as INTEGER) as c3, ref_0.cd_gender as c4, ref_0.cd_marital_status as c5, ref_0.cd_demo_sk as c6, ref_0.cd_dep_count as c7, case when ref_0.cd_marital_status is NULL then ref_0.cd_education_status else ref_0.cd_education_status end as c8, ref_0.cd_gender as c9 from main.customer_demographics as ref_0 where ref_0.cd_demo_sk is not NULL limit 126",126,126,0,0.076674408,19589469,0
18290,"select ref_0.cr_refunded_customer_sk as c0, (select wr_web_page_sk from main.web_returns limit 1 offset 58) as c1 from main.catalog_returns as ref_0 where ref_0.cr_returning_customer_sk is not NULL limit 41",41,41,0,0.387007719,1800761962,0
18511,"select ref_0.ss_net_profit as c0, ref_0.ss_sales_price as c1 from main.store_sales as ref_0 where ref_0.ss_sold_time_sk is not NULL limit 121",121,121,0,15.303052452,721024736,0
18518,"select ref_0.cr_order_number as c0, ref_0.cr_returning_addr_sk as c1, ref_0.cr_order_number as c2, ref_0.cr_return_amount as c3, ref_0.cr_net_loss as c4, ref_0.cr_store_credit as c5, cast(nullif(ref_0.cr_refunded_cdemo_sk, 74) as INTEGER) as c6, ref_0.cr_return_amt_inc_tax as c7, ref_0.cr_refunded_customer_sk as c8, ref_0.cr_returning_cdemo_sk as c9 from main.catalog_returns as ref_0 where ref_0.cr_returning_customer_sk is NULL limit 151",151,151,0,0.131668405,564073100,0
18929,select ref_0.cs_ext_list_price as c0 from main.catalog_sales as ref_0 where ref_0.cs_ship_hdemo_sk is NULL limit 25,25,25,0,30.196638225,1662511335,0
19041,"select ref_0.c_customer_id as c0, ref_0.c_last_review_date as c1, ref_0.c_login as c2, ref_0.c_last_name as c3, ref_0.c_salutation as c4 from main.customer as ref_0 where ref_0.c_birth_year is not NULL limit 23",23,23,0,0.073980545,18093702,0
19056,select ref_0.cr_reversed_charge as c0 from main.catalog_returns as ref_0 where (ref_0.cr_returned_date_sk is not NULL) and (ref_0.cr_returning_customer_sk is NULL) limit 116,116,116,0,15.126477407,531038556,0
19275,select case when 70 is not NULL then ref_0.ca_street_type else ref_0.ca_street_type end as c0 from main.customer_address as ref_0 where ref_0.ca_city is NULL limit 121,121,121,0,0.07082424,21613040,0
19384,"select cast(nullif(ref_0.sr_store_credit, ref_0.sr_fee) as INTEGER) as c0, ref_0.sr_hdemo_sk as c1, 52 as c2, ref_0.sr_return_amt_inc_tax as c3, ref_0.sr_return_amt_inc_tax as c4 from main.store_returns as ref_0 where ref_0.sr_return_time_sk is not NULL limit 181",181,181,0,15.135584547,506034718,0
19400,"select ref_0.cs_net_profit as c0, ref_0.cs_bill_cdemo_sk as c1, ref_0.cs_call_center_sk as c2, ref_0.cs_ext_sales_price as c3, ref_0.cs_ship_customer_sk as c4, 97 as c5, 57 as c6, ref_0.cs_ship_hdemo_sk as c7, 34 as c8, ref_0.cs_order_number as c9 from main.catalog_sales as ref_0 where ref_0.cs_ship_date_sk is not NULL limit 68",68,68,0,15.245178437,753852392,0
19588,"select ref_0.cd_purchase_estimate as c0, ref_0.cd_purchase_estimate as c1, ref_0.cd_dep_employed_count as c2 from main.customer_demographics as ref_0 where (ref_0.cd_marital_status is NULL) or (68 is not NULL) limit 102",102,102,0,0.066369048,16767827,0
19659,"select subq_0.c0 as c0, subq_0.c0 as c1, subq_0.c0 as c2, subq_0.c0 as c3, 17 as c4 from (select ref_0.cr_returning_customer_sk as c0 from main.catalog_returns as ref_0 where ref_0.cr_refunded_hdemo_sk is NULL limit 61) as subq_0 where (subq_0.c0 is NULL) and ((subq_0.c0 is NULL) or (subq_0.c0 is NULL)) limit 50",50,50,0,15.14222069,556342193,0
19729,"select ref_0.cr_fee as c0, ref_0.cr_return_quantity as c1, ref_0.cr_return_amt_inc_tax as c2, ref_0.cr_item_sk as c3, ref_0.cr_return_tax as c4 from main.catalog_returns as ref_0 where ref_0.cr_catalog_page_sk is not NULL limit 118",118,118,0,1.761361229,539292091,0
19873,"select ref_0.cp_description as c0, ref_0.cp_catalog_page_sk as c1, ref_0.cp_description as c2, ref_0.cp_end_date_sk as c3, ref_0.cp_catalog_number as c4, 74 as c5 from main.catalog_page as ref_0 where 77 is not NULL limit 26",26,26,0,0.070565379,17792898,0
19910,"select ref_0.sr_fee as c0, ref_0.sr_refunded_cash as c1, ref_0.sr_reversed_charge as c2, ref_0.sr_addr_sk as c3, ref_0.sr_return_quantity as c4, ref_0.sr_ticket_number as c5, ref_0.sr_return_ship_cost as c6, ref_0.sr_cdemo_sk as c7, ref_0.sr_return_time_sk as c8, ref_0.sr_refunded_cash as c9 from main.store_returns as ref_0 where ref_0.sr_refunded_cash is NULL limit 162",162,162,0,0.136738365,540166990,0
20148,"select ref_0.wr_returning_addr_sk as c0, (select d_week_seq from main.date_dim limit 1 offset 6) as c1, cast(nullif(ref_0.wr_order_number, ref_0.wr_refunded_addr_sk) as INTEGER) as c2, ref_0.wr_refunded_addr_sk as c3 from main.web_returns as ref_0 where ref_0.wr_returned_time_sk is not NULL limit 90",90,90,0,30.210571933,489583163,0
20244,"select ref_0.cr_returning_cdemo_sk as c0, (select inv_warehouse_sk from main.inventory limit 1 offset 1) as c1, ref_0.cr_call_center_sk as c2 from main.catalog_returns as ref_0 where ref_0.cr_return_tax is not NULL limit 116",116,116,0,4.307850612,39423057217,0
20245,"select ref_0.ss_list_price as c0, ref_0.ss_net_paid as c1, 85 as c2 from main.store_sales as ref_0 where ref_0.ss_cdemo_sk is not NULL limit 159",159,159,0,15.311986736,806504741,0
20326,select ref_0.cp_catalog_number as c0 from main.catalog_page as ref_0 where (select wr_returning_customer_sk from main.web_returns limit 1 offset 94) is not NULL limit 105,105,105,0,1.183980436,1235176969,0
20445,"select (select cs_net_paid_inc_tax from main.catalog_sales limit 1 offset 4) as c0, ref_0.inv_quantity_on_hand as c1, ref_0.inv_quantity_on_hand as c2 from main.inventory as ref_0 where 29 is not NULL limit 106",106,106,0,30.980470501,23429424443,0
20560,"select (select cd_marital_status from main.customer_demographics limit 1 offset 1) as c0, ref_0.ws_coupon_amt as c1, cast(coalesce(ref_0.ws_ext_sales_price, ref_0.ws_wholesale_cost) as INTEGER) as c2 from main.web_sales as ref_0 where ref_0.ws_net_paid_inc_ship is not NULL limit 101",101,101,0,0.491489759,691802281,0
20860,"select ref_1.d_weekend as c0, subq_0.c16 as c1, subq_0.c17 as c2 from (select ref_0.ss_customer_sk as c0, 74 as c1, (select ss_sold_date_sk from main.store_sales limit 1 offset 4) as c2, ref_0.ss_list_price as c3, ref_0.ss_coupon_amt as c4, ref_0.ss_hdemo_sk as c5, ref_0.ss_wholesale_cost as c6, 61 as c7, ref_0.ss_ticket_number as c8, ref_0.ss_sales_price as c9, ref_0.ss_item_sk as c10, ref_0.ss_sold_date_sk as c11, (select cd_credit_rating from main.customer_demographics limit 1 offset 2) as c12, ref_0.ss_cdemo_sk as c13, ref_0.ss_net_profit as c14, ref_0.ss_ext_sales_price as c15, ref_0.ss_customer_sk as c16, ref_0.ss_net_paid_inc_tax as c17 from main.store_sales as ref_0 where ref_0.ss_ext_list_price is NULL limit 65) as subq_0 right join main.date_dim as ref_1 on (2 is not NULL) where subq_0.c16 is NULL limit 145",145,145,0,64.080856605,45874560269,0
20875,"select ref_0.c_current_addr_sk as c0, ref_0.c_salutation as c1, ref_0.c_current_cdemo_sk as c2, ref_0.c_last_name as c3 from main.customer as ref_0 where ref_0.c_first_name is NULL limit 72",72,72,0,0.091481511,39210520,0
21017,"select ref_0.ca_address_id as c0, ref_0.ca_address_id as c1 from main.customer_address as ref_0 where ref_0.ca_country is not NULL limit 167",167,167,0,0.066378103,16471935,0
21121,"select ref_0.inv_warehouse_sk as c0, ref_0.inv_date_sk as c1, ref_0.inv_warehouse_sk as c2, ref_0.inv_warehouse_sk as c3, ref_0.inv_date_sk as c4, ref_0.inv_date_sk as c5, ref_0.inv_date_sk as c6, ref_0.inv_item_sk as c7, (select d_holiday from main.date_dim limit 1 offset 4) as c8, ref_0.inv_item_sk as c9 from main.inventory as ref_0 where ref_0.inv_item_sk is not NULL limit 141",141,141,0,15.239472811,669128582,0
21328,"select ref_0.sr_store_sk as c0, ref_0.sr_return_time_sk as c1 from main.store_returns as ref_0 where ref_0.sr_net_loss is not NULL limit 99",99,99,0,18.798681641,462177354,0
21412,"select cast(nullif(cast(nullif(ref_0.sr_return_ship_cost, ref_0.sr_customer_sk) as INTEGER), ref_0.sr_addr_sk) as INTEGER) as c0, ref_0.sr_return_quantity as c1, case when ref_0.sr_return_time_sk is not NULL then ref_0.sr_return_quantity else ref_0.sr_return_quantity end as c2, case when (ref_0.sr_fee is NULL) or (ref_0.sr_return_ship_cost is not NULL) then ref_0.sr_item_sk else ref_0.sr_item_sk end as c3, 44 as c4, case when (ref_0.sr_hdemo_sk is not NULL) or (ref_0.sr_refunded_cash is not NULL) then ref_0.sr_customer_sk else ref_0.sr_customer_sk end as c5, ref_0.sr_addr_sk as c6, ref_0.sr_cdemo_sk as c7 from main.store_returns as ref_0 where ref_0.sr_hdemo_sk is NULL limit 117",117,117,0,0.147090178,560005729,0
21422,"select ref_0.cs_sold_date_sk as c0, ref_0.cs_ext_sales_price as c1, ref_0.cs_net_paid_inc_ship as c2 from main.catalog_sales as ref_0 where (ref_0.cs_ext_sales_price is not NULL) or (ref_0.cs_quantity is not NULL) limit 146",146,146,0,15.207086205,669005198,0
21443,"select ref_0.c_birth_country as c0, ref_0.c_salutation as c1, ref_0.c_birth_country as c2, ref_0.c_first_shipto_date_sk as c3, ref_0.c_last_review_date as c4, ref_0.c_first_sales_date_sk as c5, ref_0.c_last_name as c6, ref_0.c_last_review_date as c7, ref_0.c_current_cdemo_sk as c8, ref_0.c_current_addr_sk as c9, ref_0.c_current_hdemo_sk as c10 from main.customer as ref_0 where (select cr_item_sk from main.catalog_returns limit 1 offset 2) is not NULL limit 68",68,68,0,0.281672525,2072110824,0
21682,"select ref_0.sr_refunded_cash as c0, ref_0.sr_hdemo_sk as c1, 82 as c2 from main.store_returns as ref_0 where ref_0.sr_store_sk is not NULL limit 121",121,121,0,15.14418999,482109887,0
